turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
161	38	B:Yeah.	A:All these, all this money that we're throwing away to pay people to go out and do things when we're paying all these welfare recipients,. and if they're able-bodied people, I don't see any problem at all with having them go out there and, and, if nothing else, get a group of them together and take them around to old folks  places and let them cut the yards, paint the houses.\nB:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this	switchboard	761
161	39	A:They get all this stuff together and sit down and have poker games you know,	B:Yeah.. Yeah,. we'd learn service to other people   in this country.\nA:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.	switchboard	762
161	40	B:Yeah.	A:Sure ,. sure.. So I'm,. get something out of that money.\nB:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,	switchboard	763
161	41	A:and I'm, I I have a hard time dealing with that.	B:Country would benefit,\nA:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.	switchboard	764
161	42	B:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.	A:Yeah. I've,\nB:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.	switchboard	765
161	43	A:Uh-huh.	B:I mean, uh,\nA:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.	switchboard	766
161	44	B:I mean, I was astounded.. I don't even make that.	A:yeah,. yeah,. my next door neighbor when I was growing up, worked for the unemployment division,. and his sole job was just tracking down people who were getting benefits and able-bodied. and,\nB:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.	switchboard	767
161	45	A:No,. I know.. I, you, you think about, you think about the layer of bureaucracy between the money and the recipient,	B:That right.\nA:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.\nB:I mean, I was astounded.. I don't even make that.	switchboard	768
161	46	B:Yeah,. and somebody's taking that away.	A:Yeah,. and he, he had all kinds of horror stories.. You know, these guys go down there and get their unemployment checks,. and, back, back in those days they also use to give you, uh, booklets good for, uh, clothing and gas, and things like this\nB:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.\nB:I mean, I was astounded.. I don't even make that.\nA:No,. I know.. I, you, you think about, you think about the layer of bureaucracy between the money and the recipient,	switchboard	769
161	47	A:and, and there's probably, there's easily probably six or seven times that amount being spent on the bureaucracy.	B:Yeah.\nA:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.\nB:I mean, I was astounded.. I don't even make that.\nA:No,. I know.. I, you, you think about, you think about the layer of bureaucracy between the money and the recipient,\nB:Yeah,. and somebody's taking that away.	switchboard	770
161	48	B:Yeah,. no doubt.	A:They get all this stuff together and sit down and have poker games you know,\nB:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.\nB:I mean, I was astounded.. I don't even make that.\nA:No,. I know.. I, you, you think about, you think about the layer of bureaucracy between the money and the recipient,\nB:Yeah,. and somebody's taking that away.\nA:and, and there's probably, there's easily probably six or seven times that amount being spent on the bureaucracy.	switchboard	771
161	49	A:You know, it's, it's, it's totally ridiculous,. and now, I, I, I, uh, started out when I first got in graduate school. I was going into public administration,. and, uh, quite honestly I just got so fed up with it I just couldn't stand it any more.	B:Yeah.\nA:and I'm, I I have a hard time dealing with that.\nB:What I hear one time, I think it was on Paul Harvey's, uh, radio segment, that he said that if the money that goes into welfare each year was to be given directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars.\nA:Uh-huh.\nB:I mean, I was astounded.. I don't even make that.\nA:No,. I know.. I, you, you think about, you think about the layer of bureaucracy between the money and the recipient,\nB:Yeah,. and somebody's taking that away.\nA:and, and there's probably, there's easily probably six or seven times that amount being spent on the bureaucracy.\nB:Yeah,. no doubt.	switchboard	772
